game,window,gap_s,prev_time,prev_price,prev_ticker,curr_time,curr_price,curr_ticker
2025-Finals-G7-OKC-IND,close_game(35-65c),188918.0,2025-06-17 19:05:10.464739+00:00,0.3500,KXNBAGAME-25JUN19OKCIND-IND,2025-06-19 23:33:48.463973+00:00,0.3500,KXNBAGAME-25JUN19OKCIND-IND
2025-Finals-G5-OKC-IND,close_game(35-65c),148251.6,2025-06-12 03:21:54.354094+00:00,0.3500,KXNBAGAME-25JUN13OKCIND-IND,2025-06-13 20:32:45.950970+00:00,0.6500,KXNBAGAME-25JUN13OKCIND-OKC
2026-Regular-DEN-OKC,close_game(35-65c),100208.5,2026-02-26 23:01:13.663380+00:00,0.6500,KXNBAGAME-26FEB27DENOKC-OKC,2026-02-28 02:51:22.143413+00:00,0.3500,KXNBAGAME-26FEB27DENOKC-DEN
2026-Playoffs-GSW-LAC,close_game(35-65c),43998.7,2026-04-15 14:00:56.842051+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-16 02:14:15.512825+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2026-Playoffs-GSW-LAC,close_game(35-65c),20842.3,2026-04-15 07:21:16.024191+00:00,0.6500,KXNBAGAME-26APR15GSWLAC-LAC,2026-04-15 13:08:38.330937+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2026-Regular-DEN-OKC,close_game(35-65c),19499.2,2026-02-25 23:50:49.817453+00:00,0.3600,KXNBAGAME-26FEB27DENOKC-DEN,2026-02-26 05:15:49.035140+00:00,0.3500,KXNBAGAME-26FEB27DENOKC-DEN
2025-Finals-G7-OKC-IND,close_game(35-65c),18118.3,2025-06-17 06:58:08.647563+00:00,0.6500,KXNBAGAME-25JUN19OKCIND-OKC,2025-06-17 12:00:06.967073+00:00,0.3500,KXNBAGAME-25JUN19OKCIND-IND
2025-Finals-G5-OKC-IND,close_game(35-65c),12223.5,2025-06-13 21:15:44.047229+00:00,0.6500,KXNBAGAME-25JUN13OKCIND-OKC,2025-06-14 00:39:27.559438+00:00,0.3500,KXNBAGAME-25JUN13OKCIND-IND
2025-Christmas-MIN-DEN,close_game(35-65c),9208.5,2025-12-23 00:17:11.665527+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 02:50:40.210283+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),7504.3,2025-12-22 22:12:07.344362+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 00:17:11.665527+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2026-Regular-DEN-OKC,close_game(35-65c),7413.1,2026-02-26 07:56:59.546709+00:00,0.6400,KXNBAGAME-26FEB27DENOKC-OKC,2026-02-26 10:00:32.693002+00:00,0.3600,KXNBAGAME-26FEB27DENOKC-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),7264.3,2025-12-25 07:59:00.268328+00:00,0.5700,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-25 10:00:04.553781+00:00,0.5500,KXNBAGAME-25DEC25MINDEN-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),5592.1,2025-12-23 11:27:11.379007+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 13:00:23.488810+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2026-Playoffs-GSW-LAC,close_game(35-65c),5526.3,2026-04-16 03:02:43.645775+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-16 04:34:49.974777+00:00,0.3700,KXNBAGAME-26APR15GSWLAC-GSW
2025-Christmas-MIN-DEN,close_game(35-65c),5144.0,2025-12-23 09:10:49.855355+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 10:36:33.879739+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),4812.7,2025-12-23 07:37:05.470057+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 08:57:18.201620+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),4337.8,2025-12-23 04:02:45.335027+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 05:15:03.164730+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2026-Regular-DEN-OKC,close_game(35-65c),3999.1,2026-02-25 18:08:37.110083+00:00,0.6400,KXNBAGAME-26FEB27DENOKC-OKC,2026-02-25 19:15:16.199588+00:00,0.6500,KXNBAGAME-26FEB27DENOKC-OKC
2025-Christmas-MIN-DEN,close_game(35-65c),3891.9,2025-12-23 06:24:59.253494+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 07:29:51.168810+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),3647.6,2025-12-23 02:50:40.210283+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 03:51:27.795551+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN
2026-Regular-DEN-OKC,close_game(35-65c),3328.5,2026-02-25 19:54:51.777948+00:00,0.6400,KXNBAGAME-26FEB27DENOKC-OKC,2026-02-25 20:50:20.247817+00:00,0.3700,KXNBAGAME-26FEB27DENOKC-DEN
2026-Regular-DEN-OKC,close_game(35-65c),3246.7,2026-02-25 21:27:36.108649+00:00,0.3800,KXNBAGAME-26FEB27DENOKC-DEN,2026-02-25 22:21:42.788932+00:00,0.3600,KXNBAGAME-26FEB27DENOKC-DEN
2026-Playoffs-GSW-LAC,close_game(35-65c),3028.6,2026-04-15 03:59:41.316036+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-15 04:50:09.878919+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2025-Christmas-MIN-DEN,close_game(35-65c),2975.2,2025-12-23 16:40:57.017401+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 17:30:32.178866+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),2867.3,2025-12-24 01:30:41.913997+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-24 02:18:29.255615+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),2858.9,2025-12-26 05:09:09.714218+00:00,0.3500,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-26 05:56:48.660809+00:00,0.6100,KXNBAGAME-25DEC25MINDEN-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),2714.9,2025-12-23 13:26:10.471119+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 14:11:25.408726+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),2679.1,2025-12-23 14:47:02.456374+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 15:31:41.543712+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2026-Playoffs-GSW-LAC,close_game(35-65c),2426.4,2026-04-14 19:04:35.072644+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 19:45:01.458027+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2025-Christmas-MIN-DEN,close_game(35-65c),2376.1,2025-12-23 18:02:01.536814+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 18:41:37.680094+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),2318.5,2025-12-23 19:02:15.132325+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 19:40:53.667901+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),2291.8,2025-12-23 22:54:03.651445+00:00,0.4000,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 23:32:15.500304+00:00,0.4000,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),2281.1,2025-12-24 00:26:49.285058+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-24 01:04:50.419078+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2026-Playoffs-GSW-LAC,close_game(35-65c),2087.1,2026-04-15 05:09:06.579828+00:00,0.6500,KXNBAGAME-26APR15GSWLAC-LAC,2026-04-15 05:43:53.705167+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2026-Playoffs-GSW-LAC,close_game(35-65c),1763.4,2026-04-15 05:55:59.475710+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-15 06:25:22.897649+00:00,0.6500,KXNBAGAME-26APR15GSWLAC-LAC
2026-Regular-DEN-OKC,close_game(35-65c),1723.5,2026-02-25 17:19:37.595841+00:00,0.6500,KXNBAGAME-26FEB27DENOKC-OKC,2026-02-25 17:48:21.056828+00:00,0.3700,KXNBAGAME-26FEB27DENOKC-DEN
2026-Playoffs-GSW-LAC,close_game(35-65c),1718.9,2026-04-15 06:47:57.635841+00:00,0.6500,KXNBAGAME-26APR15GSWLAC-LAC,2026-04-15 07:16:36.503753+00:00,0.6500,KXNBAGAME-26APR15GSWLAC-LAC
2026-Playoffs-GSW-LAC,close_game(35-65c),1704.1,2026-04-14 08:12:49.161541+00:00,0.3600,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 08:41:13.301274+00:00,0.6400,KXNBAGAME-26APR15GSWLAC-LAC
2026-Playoffs-GSW-LAC,close_game(35-65c),1693.8,2026-04-14 10:19:15.204076+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 10:47:29.039580+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2025-Christmas-MIN-DEN,close_game(35-65c),1616.3,2025-12-23 23:32:15.500304+00:00,0.4000,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 23:59:11.826591+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),1582.8,2025-12-23 19:41:46.997326+00:00,0.3800,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 20:08:09.829725+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),1573.3,2025-12-24 02:28:57.846270+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-24 02:55:11.122458+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),1547.0,2025-12-23 13:00:23.488810+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 13:26:10.471119+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),1462.5,2025-12-23 20:35:33.295776+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 20:59:55.749391+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),1421.4,2025-12-23 06:01:17.900870+00:00,0.6100,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 06:24:59.253494+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),1407.4,2025-12-23 16:10:16.979810+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 16:33:44.413984+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),1361.9,2025-12-23 05:36:33.370583+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 05:59:15.296485+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2026-Playoffs-GSW-LAC,close_game(35-65c),1354.7,2026-04-15 06:25:22.897649+00:00,0.6500,KXNBAGAME-26APR15GSWLAC-LAC,2026-04-15 06:47:57.635841+00:00,0.6500,KXNBAGAME-26APR15GSWLAC-LAC
2025-Christmas-MIN-DEN,close_game(35-65c),1290.2,2025-12-23 05:15:03.164730+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 05:36:33.370583+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN
2026-Regular-DEN-OKC,close_game(35-65c),1249.0,2026-02-25 20:50:20.247817+00:00,0.3700,KXNBAGAME-26FEB27DENOKC-DEN,2026-02-25 21:11:09.283437+00:00,0.6400,KXNBAGAME-26FEB27DENOKC-OKC
2025-Christmas-MIN-DEN,close_game(35-65c),1226.9,2025-12-23 18:41:48.204668+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 19:02:15.132325+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),1194.6,2025-12-22 21:52:12.716177+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-22 22:12:07.344362+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),1182.1,2025-12-23 22:15:31.623992+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 22:35:13.703533+00:00,0.6100,KXNBAGAME-25DEC25MINDEN-DEN
2026-Regular-DEN-OKC,close_game(35-65c),1180.0,2026-02-26 10:54:41.740767+00:00,0.6500,KXNBAGAME-26FEB27DENOKC-OKC,2026-02-26 11:14:21.709001+00:00,0.3800,KXNBAGAME-26FEB27DENOKC-DEN
2026-Playoffs-GSW-LAC,close_game(35-65c),1172.2,2026-04-14 08:41:13.301274+00:00,0.6400,KXNBAGAME-26APR15GSWLAC-LAC,2026-04-14 09:00:45.543013+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2026-Playoffs-GSW-LAC,close_game(35-65c),1138.7,2026-04-14 11:11:19.928268+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 11:30:18.660391+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2026-Regular-DEN-OKC,close_game(35-65c),1122.8,2026-02-25 23:08:50.219223+00:00,0.3600,KXNBAGAME-26FEB27DENOKC-DEN,2026-02-25 23:27:33.003379+00:00,0.3600,KXNBAGAME-26FEB27DENOKC-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),1120.3,2025-12-23 10:36:33.879739+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 10:55:14.152241+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),1095.6,2025-12-23 14:11:25.408726+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 14:29:41.011151+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),1041.4,2025-12-23 14:29:41.011151+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 14:47:02.456374+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),1023.5,2025-12-23 21:35:22.804813+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 21:52:26.278190+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),1000.0,2025-12-23 10:55:14.152241+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 11:11:54.157139+00:00,0.3800,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),994.4,2025-12-23 17:42:30.154171+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 17:59:04.509980+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),988.2,2025-12-23 15:53:48.819755+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 16:10:16.979810+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN
2026-Regular-DEN-OKC,close_game(35-65c),986.8,2026-02-25 21:11:09.283437+00:00,0.6400,KXNBAGAME-26FEB27DENOKC-OKC,2026-02-25 21:27:36.108649+00:00,0.3800,KXNBAGAME-26FEB27DENOKC-DEN
2026-Regular-DEN-OKC,close_game(35-65c),967.8,2026-02-25 23:34:41.970522+00:00,0.3500,KXNBAGAME-26FEB27DENOKC-DEN,2026-02-25 23:50:49.817453+00:00,0.3600,KXNBAGAME-26FEB27DENOKC-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),961.3,2025-12-24 00:10:47.959705+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-24 00:26:49.285058+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2026-Regular-DEN-OKC,close_game(35-65c),955.3,2026-02-26 12:24:12.116917+00:00,0.6500,KXNBAGAME-26FEB27DENOKC-OKC,2026-02-26 12:40:07.423496+00:00,0.3900,KXNBAGAME-26FEB27DENOKC-DEN
2026-Regular-DEN-OKC,close_game(35-65c),947.4,2026-02-26 11:48:50.376954+00:00,0.3700,KXNBAGAME-26FEB27DENOKC-DEN,2026-02-26 12:04:37.793028+00:00,0.3800,KXNBAGAME-26FEB27DENOKC-DEN
2026-Playoffs-GSW-LAC,close_game(35-65c),945.2,2026-04-14 07:35:10.969787+00:00,0.3600,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 07:50:56.206569+00:00,0.6400,KXNBAGAME-26APR15GSWLAC-LAC
2026-Regular-DEN-OKC,close_game(35-65c),941.9,2026-02-26 06:41:28.138362+00:00,0.3800,KXNBAGAME-26FEB27DENOKC-DEN,2026-02-26 06:57:10.083193+00:00,0.3900,KXNBAGAME-26FEB27DENOKC-DEN
2026-Regular-DEN-OKC,close_game(35-65c),940.0,2026-02-25 22:47:49.029525+00:00,0.3500,KXNBAGAME-26FEB27DENOKC-DEN,2026-02-25 23:03:29.020520+00:00,0.3600,KXNBAGAME-26FEB27DENOKC-DEN
2026-Regular-DEN-OKC,close_game(35-65c),920.1,2026-02-25 22:21:42.788932+00:00,0.3600,KXNBAGAME-26FEB27DENOKC-DEN,2026-02-25 22:37:02.874900+00:00,0.3600,KXNBAGAME-26FEB27DENOKC-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),919.6,2025-12-23 21:58:35.058899+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 22:13:54.635029+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),917.2,2025-12-23 11:11:54.157139+00:00,0.3800,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 11:27:11.379007+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),899.7,2025-12-23 21:09:17.640784+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 21:24:17.292778+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),884.5,2025-12-23 20:08:09.829725+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 20:22:54.304460+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),877.8,2025-12-24 01:04:50.419078+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-24 01:19:28.251518+00:00,0.6100,KXNBAGAME-25DEC25MINDEN-DEN
2026-Playoffs-GSW-LAC,close_game(35-65c),849.3,2026-04-14 16:21:33.016598+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 16:35:42.291958+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2025-Christmas-MIN-DEN,close_game(35-65c),811.7,2025-12-23 08:57:18.201620+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 09:10:49.855355+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2026-Playoffs-GSW-LAC,close_game(35-65c),810.6,2026-04-14 11:31:49.023786+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 11:45:19.656274+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2026-Playoffs-GSW-LAC,close_game(35-65c),806.3,2026-04-14 09:15:53.051414+00:00,0.6500,KXNBAGAME-26APR15GSWLAC-LAC,2026-04-14 09:29:19.354899+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2026-Playoffs-GSW-LAC,close_game(35-65c),788.3,2026-04-15 04:55:58.266402+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-15 05:09:06.579828+00:00,0.6500,KXNBAGAME-26APR15GSWLAC-LAC
2026-Playoffs-GSW-LAC,close_game(35-65c),784.6,2026-04-16 02:39:19.932500+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-16 02:52:24.500802+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2026-Playoffs-GSW-LAC,close_game(35-65c),776.5,2026-04-14 19:45:01.458027+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 19:57:57.954402+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2026-Regular-DEN-OKC,close_game(35-65c),773.7,2026-02-26 21:42:58.183055+00:00,0.6300,KXNBAGAME-26FEB27DENOKC-OKC,2026-02-26 21:55:51.927396+00:00,0.6300,KXNBAGAME-26FEB27DENOKC-OKC
2026-Playoffs-GSW-LAC,close_game(35-65c),762.2,2026-04-14 10:58:37.718297+00:00,0.6500,KXNBAGAME-26APR15GSWLAC-LAC,2026-04-14 11:11:19.928268+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2025-Christmas-MIN-DEN,close_game(35-65c),759.0,2025-12-23 20:22:54.304460+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 20:35:33.295776+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),718.4,2025-12-24 09:06:52.444292+00:00,0.4100,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-24 09:18:50.851925+00:00,0.6100,KXNBAGAME-25DEC25MINDEN-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),718.0,2025-12-23 17:30:32.178866+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 17:42:30.154171+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN
2026-Regular-DEN-OKC,close_game(35-65c),701.7,2026-02-25 17:48:21.056828+00:00,0.3700,KXNBAGAME-26FEB27DENOKC-DEN,2026-02-25 18:00:02.710978+00:00,0.3700,KXNBAGAME-26FEB27DENOKC-DEN
2026-Regular-DEN-OKC,close_game(35-65c),698.3,2026-02-25 19:30:51.507334+00:00,0.3600,KXNBAGAME-26FEB27DENOKC-DEN,2026-02-25 19:42:29.810897+00:00,0.3600,KXNBAGAME-26FEB27DENOKC-DEN
2025-Christmas-MIN-DEN,close_game(35-65c),692.8,2025-12-24 08:54:30.175779+00:00,0.6100,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-24 09:06:02.962961+00:00,0.4100,KXNBAGAME-25DEC25MINDEN-MIN
2026-Playoffs-GSW-LAC,close_game(35-65c),686.3,2026-04-14 09:31:00.115562+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 09:42:26.442826+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2026-Playoffs-GSW-LAC,close_game(35-65c),683.8,2026-04-14 12:27:08.120245+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 12:38:31.886469+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2025-Christmas-MIN-DEN,close_game(35-65c),677.5,2025-12-23 03:51:27.795551+00:00,0.6200,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-23 04:02:45.335027+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),673.7,2025-12-24 01:19:28.251518+00:00,0.6100,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-24 01:30:41.913997+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2026-Regular-DEN-OKC,close_game(35-65c),649.2,2026-02-26 11:22:51.469023+00:00,0.6300,KXNBAGAME-26FEB27DENOKC-OKC,2026-02-26 11:33:40.641966+00:00,0.3900,KXNBAGAME-26FEB27DENOKC-DEN
2026-Playoffs-GSW-LAC,close_game(35-65c),647.8,2026-04-14 02:15:48.808373+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 02:26:36.601840+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2025-Christmas-MIN-DEN,close_game(35-65c),642.3,2025-12-26 05:57:20.304204+00:00,0.6500,KXNBAGAME-25DEC25MINDEN-DEN,2025-12-26 06:08:02.618672+00:00,0.3500,KXNBAGAME-25DEC25MINDEN-MIN
2026-Playoffs-GSW-LAC,close_game(35-65c),628.6,2026-04-14 06:51:10.767057+00:00,0.3600,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 07:01:39.368386+00:00,0.6400,KXNBAGAME-26APR15GSWLAC-LAC
2026-Regular-DEN-OKC,close_game(35-65c),610.5,2026-02-26 17:38:03.933163+00:00,0.6200,KXNBAGAME-26FEB27DENOKC-OKC,2026-02-26 17:48:14.439177+00:00,0.4000,KXNBAGAME-26FEB27DENOKC-DEN
2026-Playoffs-GSW-LAC,close_game(35-65c),606.8,2026-04-14 05:18:23.161633+00:00,0.3600,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 05:28:29.983716+00:00,0.3600,KXNBAGAME-26APR15GSWLAC-GSW
2025-Christmas-MIN-DEN,close_game(35-65c),594.5,2025-12-23 15:43:54.283011+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-23 15:53:48.819755+00:00,0.3900,KXNBAGAME-25DEC25MINDEN-MIN
2025-Christmas-MIN-DEN,close_game(35-65c),586.1,2025-12-24 09:35:52.264407+00:00,0.4100,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-24 09:45:38.343877+00:00,0.4100,KXNBAGAME-25DEC25MINDEN-MIN
2026-Playoffs-GSW-LAC,close_game(35-65c),583.6,2026-04-13 19:38:28.085532+00:00,0.3600,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-13 19:48:11.722894+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
2025-Finals-G7-OKC-IND,close_game(35-65c),582.8,2025-06-17 03:40:52.932317+00:00,0.3500,KXNBAGAME-25JUN19OKCIND-IND,2025-06-17 03:50:35.756350+00:00,0.3500,KXNBAGAME-25JUN19OKCIND-IND
2025-Christmas-MIN-DEN,close_game(35-65c),577.7,2025-12-25 10:31:02.035305+00:00,0.4600,KXNBAGAME-25DEC25MINDEN-MIN,2025-12-25 10:40:39.719236+00:00,0.5400,KXNBAGAME-25DEC25MINDEN-DEN
2026-Playoffs-GSW-LAC,close_game(35-65c),569.0,2026-04-14 19:57:57.954402+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW,2026-04-14 20:07:26.973818+00:00,0.3500,KXNBAGAME-26APR15GSWLAC-GSW
